"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"Flusight-baseline",1,253.329795939295,1,299.76179245283,0.0908018867924528,0.404481132075472,848
"MOBS-GLEAM_FLUH",0.491318274600137,140.998582125604,0.582636897169239,197.951388888889,0.268055555555556,0.6875,720
"PSI-DICE",0.565230420816038,144.347020611157,0.61627827669179,185.799528301887,0.299528301886792,0.591981132075472,848
